# schedule_id	doctor_id	work_date	time_slot	max_appt	max_onsite	status
SCH2026050706111100	A0006	2026-05-07	上午(08:00-12:00	20	10	正常
SCH2026050508000013	Z0042	2026-05-05	上午(08:00-12:0	15	7	正常
SCH2026050514000013	Z0042	2026-05-05	下午(14:00-18:0	22	10	正常
SCH2026050608000013	Z0042	2026-05-06	上午(08:00-12:0	24	10	正常
SCH2026050614000013	Z0042	2026-05-06	下午(14:00-18:0	24	5	正常
SCH2026050708000013	Z0042	2026-05-07	上午(08:00-12:0	11	9	正常
SCH2026050714000013	Z0042	2026-05-07	下午(14:00-18:0	16	6	正常
SCH2026050808000013	Z0042	2026-05-08	上午(08:00-12:0	22	5	正常
SCH2026050814000013	Z0042	2026-05-08	下午(14:00-18:0	16	9	正常
SCH2026050908000013	Z0042	2026-05-09	上午(08:00-12:0	24	10	正常
SCH2026050914000013	Z0042	2026-05-09	下午(14:00-18:0	18	5	正常
SCH2026051008000013	Z0042	2026-05-10	上午(08:00-12:0	23	6	正常
SCH2026051014000013	Z0042	2026-05-10	下午(14:00-18:0	13	10	正常
SCH2026051108000013	Z0042	2026-05-11	上午(08:00-12:0	16	7	正常
SCH2026051114000013	Z0042	2026-05-11	下午(14:00-18:0	24	9	正常
SCH2026050508000013	Z0043	2026-05-05	上午(08:00-12:0	21	5	正常
SCH2026050514000013	Z0043	2026-05-05	下午(14:00-18:0	21	6	正常
SCH2026050608000013	Z0043	2026-05-06	上午(08:00-12:0	23	10	正常
SCH2026050614000013	Z0043	2026-05-06	下午(14:00-18:0	14	7	正常
SCH2026050708000013	Z0043	2026-05-07	上午(08:00-12:0	25	8	正常
SCH2026050714000013	Z0043	2026-05-07	下午(14:00-18:0	21	6	停诊
SCH2026050808000013	Z0043	2026-05-08	上午(08:00-12:0	17	8	正常
SCH2026050814000013	Z0043	2026-05-08	下午(14:00-18:0	15	7	正常
SCH2026050908000013	Z0043	2026-05-09	上午(08:00-12:0	11	6	正常
SCH2026050914000013	Z0043	2026-05-09	下午(14:00-18:0	19	10	正常
SCH2026051008000013	Z0043	2026-05-10	上午(08:00-12:0	22	6	正常
SCH2026051014000013	Z0043	2026-05-10	下午(14:00-18:0	18	8	正常
SCH2026051108000013	Z0043	2026-05-11	上午(08:00-12:0	14	5	正常
SCH2026051114000013	Z0043	2026-05-11	下午(14:00-18:0	19	8	正常
SCH2026050508000014	Z0044	2026-05-05	上午(08:00-12:0	25	7	正常
SCH2026050514000014	Z0044	2026-05-05	下午(14:00-18:0	11	10	正常
SCH2026050608000014	Z0044	2026-05-06	上午(08:00-12:0	21	10	正常
SCH2026050614000014	Z0044	2026-05-06	下午(14:00-18:0	23	8	正常
SCH2026050708000014	Z0044	2026-05-07	上午(08:00-12:0	18	10	正常
SCH2026050714000014	Z0044	2026-05-07	下午(14:00-18:0	15	7	正常
SCH2026050808000014	Z0044	2026-05-08	上午(08:00-12:0	11	9	正常
SCH2026050814000014	Z0044	2026-05-08	下午(14:00-18:0	24	10	正常
SCH2026050908000014	Z0044	2026-05-09	上午(08:00-12:0	11	9	正常
SCH2026050914000014	Z0044	2026-05-09	下午(14:00-18:0	12	9	正常
SCH2026051008000014	Z0044	2026-05-10	上午(08:00-12:0	25	8	正常
SCH2026051014000014	Z0044	2026-05-10	下午(14:00-18:0	17	5	停诊
SCH2026051108000014	Z0044	2026-05-11	上午(08:00-12:0	12	7	正常
SCH2026051114000014	Z0044	2026-05-11	下午(14:00-18:0	12	9	正常
SCH2026050508000014	Z0045	2026-05-05	上午(08:00-12:0	22	7	正常
SCH2026050514000014	Z0045	2026-05-05	下午(14:00-18:0	12	5	正常
SCH2026050608000014	Z0045	2026-05-06	上午(08:00-12:0	11	10	正常
SCH2026050614000014	Z0045	2026-05-06	下午(14:00-18:0	13	8	正常
SCH2026050708000014	Z0045	2026-05-07	上午(08:00-12:0	16	5	正常
SCH2026050714000014	Z0045	2026-05-07	下午(14:00-18:0	22	9	正常
SCH2026050808000014	Z0045	2026-05-08	上午(08:00-12:0	17	8	正常
SCH2026050814000014	Z0045	2026-05-08	下午(14:00-18:0	21	10	正常
SCH2026050908000014	Z0045	2026-05-09	上午(08:00-12:0	12	10	停诊
SCH2026050914000014	Z0045	2026-05-09	下午(14:00-18:0	23	10	正常
SCH2026051008000014	Z0045	2026-05-10	上午(08:00-12:0	13	5	正常
SCH2026051014000014	Z0045	2026-05-10	下午(14:00-18:0	11	7	正常
SCH2026051108000014	Z0045	2026-05-11	上午(08:00-12:0	23	6	正常
SCH2026051114000014	Z0045	2026-05-11	下午(14:00-18:0	24	9	正常
SCH2026050508000014	Z0046	2026-05-05	上午(08:00-12:0	15	8	正常
SCH2026050514000014	Z0046	2026-05-05	下午(14:00-18:0	15	10	正常
SCH2026050608000014	Z0046	2026-05-06	上午(08:00-12:0	22	9	停诊
SCH2026050614000014	Z0046	2026-05-06	下午(14:00-18:0	19	8	正常
SCH2026050708000014	Z0046	2026-05-07	上午(08:00-12:0	11	5	正常
SCH2026050714000014	Z0046	2026-05-07	下午(14:00-18:0	24	6	正常
SCH2026050808000014	Z0046	2026-05-08	上午(08:00-12:0	22	8	正常
SCH2026050814000014	Z0046	2026-05-08	下午(14:00-18:0	24	5	正常
SCH2026050908000014	Z0046	2026-05-09	上午(08:00-12:0	19	7	正常
SCH2026050914000014	Z0046	2026-05-09	下午(14:00-18:0	12	9	正常
SCH2026051008000014	Z0046	2026-05-10	上午(08:00-12:0	19	6	正常
SCH2026051014000014	Z0046	2026-05-10	下午(14:00-18:0	23	5	正常
SCH2026051108000014	Z0046	2026-05-11	上午(08:00-12:0	24	7	正常
SCH2026051114000014	Z0046	2026-05-11	下午(14:00-18:0	12	10	正常
SCH2026050508000014	Z0047	2026-05-05	上午(08:00-12:0	23	6	正常
SCH2026050514000014	Z0047	2026-05-05	下午(14:00-18:0	11	6	正常
SCH2026050608000014	Z0047	2026-05-06	上午(08:00-12:0	24	7	正常
SCH2026050614000014	Z0047	2026-05-06	下午(14:00-18:0	12	8	正常
SCH2026050708000014	Z0047	2026-05-07	上午(08:00-12:0	11	10	正常
SCH2026050714000014	Z0047	2026-05-07	下午(14:00-18:0	20	8	正常
SCH2026050808000014	Z0047	2026-05-08	上午(08:00-12:0	16	6	正常
SCH2026050814000014	Z0047	2026-05-08	下午(14:00-18:0	11	7	正常
SCH2026050908000014	Z0047	2026-05-09	上午(08:00-12:0	11	5	正常
SCH2026050914000014	Z0047	2026-05-09	下午(14:00-18:0	16	8	正常
SCH2026051008000014	Z0047	2026-05-10	上午(08:00-12:0	20	5	正常
SCH2026051014000014	Z0047	2026-05-10	下午(14:00-18:0	15	9	正常
SCH2026051108000014	Z0047	2026-05-11	上午(08:00-12:0	17	8	正常
SCH2026051114000014	Z0047	2026-05-11	下午(14:00-18:0	18	5	正常
SCH2026050508000014	Z0048	2026-05-05	上午(08:00-12:0	10	9	停诊
SCH2026050514000014	Z0048	2026-05-05	下午(14:00-18:0	15	9	停诊
SCH2026050608000014	Z0048	2026-05-06	上午(08:00-12:0	25	10	正常
SCH2026050614000014	Z0048	2026-05-06	下午(14:00-18:0	15	9	正常
SCH2026050708000014	Z0048	2026-05-07	上午(08:00-12:0	11	8	停诊
SCH2026050714000014	Z0048	2026-05-07	下午(14:00-18:0	17	10	正常
SCH2026050808000014	Z0048	2026-05-08	上午(08:00-12:0	12	10	正常
SCH2026050814000014	Z0048	2026-05-08	下午(14:00-18:0	21	6	正常
SCH2026050908000014	Z0048	2026-05-09	上午(08:00-12:0	15	6	正常
SCH2026050914000014	Z0048	2026-05-09	下午(14:00-18:0	22	5	正常
SCH2026051008000014	Z0048	2026-05-10	上午(08:00-12:0	14	5	正常
SCH2026051014000014	Z0048	2026-05-10	下午(14:00-18:0	20	8	正常
SCH2026051108000014	Z0048	2026-05-11	上午(08:00-12:0	25	7	正常
SCH2026051114000014	Z0048	2026-05-11	下午(14:00-18:0	25	6	正常
SCH2026050508000014	Z0049	2026-05-05	上午(08:00-12:0	14	8	正常
SCH2026050514000014	Z0049	2026-05-05	下午(14:00-18:0	19	9	正常
SCH2026050608000014	Z0049	2026-05-06	上午(08:00-12:0	12	10	正常
SCH2026050614000014	Z0049	2026-05-06	下午(14:00-18:0	18	10	正常
SCH2026050708000014	Z0049	2026-05-07	上午(08:00-12:0	16	7	停诊
SCH2026050714000014	Z0049	2026-05-07	下午(14:00-18:0	18	6	正常
SCH2026050808000014	Z0049	2026-05-08	上午(08:00-12:0	21	7	正常
SCH2026050814000014	Z0049	2026-05-08	下午(14:00-18:0	25	7	正常
SCH2026050908000014	Z0049	2026-05-09	上午(08:00-12:0	14	9	正常
SCH2026050914000014	Z0049	2026-05-09	下午(14:00-18:0	19	6	正常
SCH2026051008000014	Z0049	2026-05-10	上午(08:00-12:0	13	5	正常
SCH2026051014000014	Z0049	2026-05-10	下午(14:00-18:0	10	9	正常
SCH2026051108000014	Z0049	2026-05-11	上午(08:00-12:0	14	9	正常
SCH2026051114000014	Z0049	2026-05-11	下午(14:00-18:0	14	8	正常
SCH2026050508000014	Z0050	2026-05-05	上午(08:00-12:0	14	9	正常
SCH2026050514000014	Z0050	2026-05-05	下午(14:00-18:0	10	5	正常
SCH2026050608000014	Z0050	2026-05-06	上午(08:00-12:0	14	9	正常
SCH2026050614000014	Z0050	2026-05-06	下午(14:00-18:0	11	5	正常
SCH2026050708000014	Z0050	2026-05-07	上午(08:00-12:0	24	10	正常
SCH2026050714000014	Z0050	2026-05-07	下午(14:00-18:0	25	5	正常
SCH2026050808000014	Z0050	2026-05-08	上午(08:00-12:0	20	10	正常
SCH2026050814000014	Z0050	2026-05-08	下午(14:00-18:0	10	7	正常
SCH2026050908000014	Z0050	2026-05-09	上午(08:00-12:0	10	7	正常
SCH2026050914000014	Z0050	2026-05-09	下午(14:00-18:0	14	8	正常
SCH2026051008000014	Z0050	2026-05-10	上午(08:00-12:0	18	5	正常
SCH2026051014000014	Z0050	2026-05-10	下午(14:00-18:0	23	10	正常
SCH2026051108000014	Z0050	2026-05-11	上午(08:00-12:0	11	9	正常
SCH2026051114000014	Z0050	2026-05-11	下午(14:00-18:0	11	5	正常
SCH2026050508000014	Z0051	2026-05-05	上午(08:00-12:0	15	7	停诊
SCH2026050514000014	Z0051	2026-05-05	下午(14:00-18:0	23	6	停诊
SCH2026050608000014	Z0051	2026-05-06	上午(08:00-12:0	20	5	正常
SCH2026050614000014	Z0051	2026-05-06	下午(14:00-18:0	23	5	正常
SCH2026050708000014	Z0051	2026-05-07	上午(08:00-12:0	14	5	正常
SCH2026050714000014	Z0051	2026-05-07	下午(14:00-18:0	20	5	停诊
SCH2026050808000014	Z0051	2026-05-08	上午(08:00-12:0	23	8	正常
SCH2026050814000014	Z0051	2026-05-08	下午(14:00-18:0	24	7	正常
SCH2026050908000014	Z0051	2026-05-09	上午(08:00-12:0	10	8	正常
SCH2026050914000014	Z0051	2026-05-09	下午(14:00-18:0	20	7	正常
SCH2026051008000014	Z0051	2026-05-10	上午(08:00-12:0	25	5	正常
SCH2026051014000014	Z0051	2026-05-10	下午(14:00-18:0	18	10	正常
SCH2026051108000014	Z0051	2026-05-11	上午(08:00-12:0	21	9	正常
SCH2026051114000014	Z0051	2026-05-11	下午(14:00-18:0	20	7	正常
SCH2026050508000014	Z0052	2026-05-05	上午(08:00-12:0	25	9	正常
SCH2026050514000014	Z0052	2026-05-05	下午(14:00-18:0	24	6	正常
SCH2026050608000014	Z0052	2026-05-06	上午(08:00-12:0	20	6	正常
SCH2026050614000014	Z0052	2026-05-06	下午(14:00-18:0	20	5	正常
SCH2026050708000014	Z0052	2026-05-07	上午(08:00-12:0	22	6	正常
SCH2026050714000014	Z0052	2026-05-07	下午(14:00-18:0	14	8	正常
SCH2026050808000014	Z0052	2026-05-08	上午(08:00-12:0	18	9	正常
SCH2026050814000014	Z0052	2026-05-08	下午(14:00-18:0	23	5	正常
SCH2026050908000014	Z0052	2026-05-09	上午(08:00-12:0	25	7	正常
SCH2026050914000014	Z0052	2026-05-09	下午(14:00-18:0	24	5	正常
SCH2026051008000014	Z0052	2026-05-10	上午(08:00-12:0	13	9	正常
SCH2026051014000014	Z0052	2026-05-10	下午(14:00-18:0	13	9	正常
SCH2026051108000014	Z0052	2026-05-11	上午(08:00-12:0	11	5	正常
SCH2026051114000014	Z0052	2026-05-11	下午(14:00-18:0	20	7	停诊
SCH2026050508000014	Z0053	2026-05-05	上午(08:00-12:0	10	8	正常
SCH2026050514000014	Z0053	2026-05-05	下午(14:00-18:0	20	7	正常
SCH2026050608000014	Z0053	2026-05-06	上午(08:00-12:0	20	8	正常
SCH2026050614000014	Z0053	2026-05-06	下午(14:00-18:0	25	5	正常
SCH2026050708000014	Z0053	2026-05-07	上午(08:00-12:0	21	6	正常
SCH2026050714000014	Z0053	2026-05-07	下午(14:00-18:0	19	5	正常
SCH2026050808000014	Z0053	2026-05-08	上午(08:00-12:0	14	10	正常
SCH2026050814000014	Z0053	2026-05-08	下午(14:00-18:0	13	10	正常
SCH2026050908000014	Z0053	2026-05-09	上午(08:00-12:0	15	9	正常
SCH2026050914000014	Z0053	2026-05-09	下午(14:00-18:0	15	10	正常
SCH2026051008000014	Z0053	2026-05-10	上午(08:00-12:0	15	8	正常
SCH2026051014000014	Z0053	2026-05-10	下午(14:00-18:0	20	10	正常
SCH2026051108000014	Z0053	2026-05-11	上午(08:00-12:0	21	9	正常
SCH2026051114000014	Z0053	2026-05-11	下午(14:00-18:0	19	10	正常
SCH2026050508000015	Z0054	2026-05-05	上午(08:00-12:0	24	9	正常
SCH2026050514000015	Z0054	2026-05-05	下午(14:00-18:0	13	7	正常
SCH2026050608000015	Z0054	2026-05-06	上午(08:00-12:0	15	9	正常
SCH2026050614000015	Z0054	2026-05-06	下午(14:00-18:0	21	7	正常
SCH2026050708000015	Z0054	2026-05-07	上午(08:00-12:0	10	6	正常
SCH2026050714000015	Z0054	2026-05-07	下午(14:00-18:0	25	5	正常
SCH2026050808000015	Z0054	2026-05-08	上午(08:00-12:0	18	7	正常
SCH2026050814000015	Z0054	2026-05-08	下午(14:00-18:0	15	5	正常
SCH2026050908000015	Z0054	2026-05-09	上午(08:00-12:0	25	5	正常
SCH2026050914000015	Z0054	2026-05-09	下午(14:00-18:0	16	5	正常
SCH2026051008000015	Z0054	2026-05-10	上午(08:00-12:0	18	5	正常
SCH2026051014000015	Z0054	2026-05-10	下午(14:00-18:0	13	8	正常
SCH2026051108000015	Z0054	2026-05-11	上午(08:00-12:0	13	8	正常
SCH2026051114000015	Z0054	2026-05-11	下午(14:00-18:0	13	5	正常
SCH2026050508000015	Z0055	2026-05-05	上午(08:00-12:0	13	9	正常
SCH2026050514000015	Z0055	2026-05-05	下午(14:00-18:0	16	6	正常
SCH2026050608000015	Z0055	2026-05-06	上午(08:00-12:0	13	8	正常
SCH2026050614000015	Z0055	2026-05-06	下午(14:00-18:0	17	10	正常
SCH2026050708000015	Z0055	2026-05-07	上午(08:00-12:0	25	9	正常
SCH2026050714000015	Z0055	2026-05-07	下午(14:00-18:0	20	6	正常
SCH2026050808000015	Z0055	2026-05-08	上午(08:00-12:0	22	7	正常
SCH2026050814000015	Z0055	2026-05-08	下午(14:00-18:0	10	8	正常
SCH2026050908000015	Z0055	2026-05-09	上午(08:00-12:0	21	8	正常
SCH2026050914000015	Z0055	2026-05-09	下午(14:00-18:0	15	9	正常
SCH2026051008000015	Z0055	2026-05-10	上午(08:00-12:0	15	5	正常
SCH2026051014000015	Z0055	2026-05-10	下午(14:00-18:0	18	10	正常
SCH2026051108000015	Z0055	2026-05-11	上午(08:00-12:0	21	8	正常
SCH2026051114000015	Z0055	2026-05-11	下午(14:00-18:0	20	8	正常
SCH2026050508000015	Z0056	2026-05-05	上午(08:00-12:0	15	10	正常
SCH2026050514000015	Z0056	2026-05-05	下午(14:00-18:0	10	7	正常
SCH2026050608000015	Z0056	2026-05-06	上午(08:00-12:0	23	8	正常
SCH2026050614000015	Z0056	2026-05-06	下午(14:00-18:0	20	7	正常
SCH2026050708000015	Z0056	2026-05-07	上午(08:00-12:0	13	5	正常
SCH2026050714000015	Z0056	2026-05-07	下午(14:00-18:0	12	8	正常
SCH2026050808000015	Z0056	2026-05-08	上午(08:00-12:0	20	9	正常
SCH2026050814000015	Z0056	2026-05-08	下午(14:00-18:0	13	7	正常
SCH2026050908000015	Z0056	2026-05-09	上午(08:00-12:0	16	9	正常
SCH2026050914000015	Z0056	2026-05-09	下午(14:00-18:0	11	10	停诊
SCH2026051008000015	Z0056	2026-05-10	上午(08:00-12:0	20	6	正常
SCH2026051014000015	Z0056	2026-05-10	下午(14:00-18:0	12	9	正常
SCH2026051108000015	Z0056	2026-05-11	上午(08:00-12:0	12	10	正常
SCH2026051114000015	Z0056	2026-05-11	下午(14:00-18:0	24	8	正常
SCH2026050508000015	Z0057	2026-05-05	上午(08:00-12:0	15	5	正常
SCH2026050514000015	Z0057	2026-05-05	下午(14:00-18:0	25	6	正常
SCH2026050608000015	Z0057	2026-05-06	上午(08:00-12:0	12	10	正常
SCH2026050614000015	Z0057	2026-05-06	下午(14:00-18:0	22	6	正常
SCH2026050708000015	Z0057	2026-05-07	上午(08:00-12:0	13	8	正常
SCH2026050714000015	Z0057	2026-05-07	下午(14:00-18:0	12	10	正常
SCH2026050808000015	Z0057	2026-05-08	上午(08:00-12:0	16	9	停诊
SCH2026050814000015	Z0057	2026-05-08	下午(14:00-18:0	10	10	正常
SCH2026050908000015	Z0057	2026-05-09	上午(08:00-12:0	23	6	正常
SCH2026050914000015	Z0057	2026-05-09	下午(14:00-18:0	15	8	正常
SCH2026051008000015	Z0057	2026-05-10	上午(08:00-12:0	10	9	正常
SCH2026051014000015	Z0057	2026-05-10	下午(14:00-18:0	19	9	正常
SCH2026051108000015	Z0057	2026-05-11	上午(08:00-12:0	10	10	正常
SCH2026051114000015	Z0057	2026-05-11	下午(14:00-18:0	20	10	正常
SCH2026050508000015	Z0058	2026-05-05	上午(08:00-12:0	23	6	正常
SCH2026050514000015	Z0058	2026-05-05	下午(14:00-18:0	22	9	停诊
SCH2026050608000015	Z0058	2026-05-06	上午(08:00-12:0	11	6	正常
SCH2026050614000015	Z0058	2026-05-06	下午(14:00-18:0	13	10	正常
SCH2026050708000015	Z0058	2026-05-07	上午(08:00-12:0	10	10	正常
SCH2026050714000015	Z0058	2026-05-07	下午(14:00-18:0	18	9	正常
SCH2026050808000015	Z0058	2026-05-08	上午(08:00-12:0	25	8	停诊
SCH2026050814000015	Z0058	2026-05-08	下午(14:00-18:0	20	7	正常
SCH2026050908000015	Z0058	2026-05-09	上午(08:00-12:0	17	6	正常
SCH2026050914000015	Z0058	2026-05-09	下午(14:00-18:0	15	10	正常
SCH2026051008000015	Z0058	2026-05-10	上午(08:00-12:0	19	10	正常
SCH2026051014000015	Z0058	2026-05-10	下午(14:00-18:0	18	7	正常
SCH2026051108000015	Z0058	2026-05-11	上午(08:00-12:0	24	10	正常
SCH2026051114000015	Z0058	2026-05-11	下午(14:00-18:0	10	8	正常
SCH2026050508000015	Z0059	2026-05-05	上午(08:00-12:0	16	10	正常
SCH2026050514000015	Z0059	2026-05-05	下午(14:00-18:0	11	5	正常
SCH2026050608000015	Z0059	2026-05-06	上午(08:00-12:0	11	6	正常
SCH2026050614000015	Z0059	2026-05-06	下午(14:00-18:0	20	10	正常
SCH2026050708000015	Z0059	2026-05-07	上午(08:00-12:0	10	9	正常
SCH2026050714000015	Z0059	2026-05-07	下午(14:00-18:0	13	5	正常
SCH2026050808000015	Z0059	2026-05-08	上午(08:00-12:0	16	7	正常
SCH2026050814000015	Z0059	2026-05-08	下午(14:00-18:0	15	8	正常
SCH2026050908000015	Z0059	2026-05-09	上午(08:00-12:0	18	7	正常
SCH2026050914000015	Z0059	2026-05-09	下午(14:00-18:0	21	6	正常
SCH2026051008000015	Z0059	2026-05-10	上午(08:00-12:0	19	10	正常
SCH2026051014000015	Z0059	2026-05-10	下午(14:00-18:0	11	9	正常
SCH2026051108000015	Z0059	2026-05-11	上午(08:00-12:0	25	6	正常
SCH2026051114000015	Z0059	2026-05-11	下午(14:00-18:0	24	10	正常
SCH2026050508000015	Z0060	2026-05-05	上午(08:00-12:0	19	10	正常
SCH2026050514000015	Z0060	2026-05-05	下午(14:00-18:0	15	7	正常
SCH2026050608000015	Z0060	2026-05-06	上午(08:00-12:0	17	9	正常
SCH2026050614000015	Z0060	2026-05-06	下午(14:00-18:0	25	10	正常
SCH2026050708000015	Z0060	2026-05-07	上午(08:00-12:0	23	6	正常
SCH2026050714000015	Z0060	2026-05-07	下午(14:00-18:0	22	9	正常
SCH2026050808000015	Z0060	2026-05-08	上午(08:00-12:0	19	10	正常
SCH2026050814000015	Z0060	2026-05-08	下午(14:00-18:0	12	6	正常
SCH2026050908000015	Z0060	2026-05-09	上午(08:00-12:0	12	10	停诊
SCH2026050914000015	Z0060	2026-05-09	下午(14:00-18:0	23	7	正常
SCH2026051008000015	Z0060	2026-05-10	上午(08:00-12:0	15	7	正常
SCH2026051014000015	Z0060	2026-05-10	下午(14:00-18:0	22	5	正常
SCH2026051108000015	Z0060	2026-05-11	上午(08:00-12:0	17	6	正常
SCH2026051114000015	Z0060	2026-05-11	下午(14:00-18:0	10	5	正常
SCH2026050508000015	Z0061	2026-05-05	上午(08:00-12:0	17	9	正常
SCH2026050514000015	Z0061	2026-05-05	下午(14:00-18:0	11	7	正常
SCH2026050608000015	Z0061	2026-05-06	上午(08:00-12:0	22	10	正常
SCH2026050614000015	Z0061	2026-05-06	下午(14:00-18:0	10	5	正常
SCH2026050708000015	Z0061	2026-05-07	上午(08:00-12:0	13	6	正常
SCH2026050714000015	Z0061	2026-05-07	下午(14:00-18:0	17	7	正常
SCH2026050808000015	Z0061	2026-05-08	上午(08:00-12:0	16	5	正常
SCH2026050814000015	Z0061	2026-05-08	下午(14:00-18:0	11	7	正常
SCH2026050908000015	Z0061	2026-05-09	上午(08:00-12:0	11	8	正常
SCH2026050914000015	Z0061	2026-05-09	下午(14:00-18:0	21	8	正常
SCH2026051008000015	Z0061	2026-05-10	上午(08:00-12:0	18	10	正常
SCH2026051014000015	Z0061	2026-05-10	下午(14:00-18:0	15	10	正常
SCH2026051108000015	Z0061	2026-05-11	上午(08:00-12:0	12	6	正常
SCH2026051114000015	Z0061	2026-05-11	下午(14:00-18:0	25	8	正常
SCH2026050508000015	Z0062	2026-05-05	上午(08:00-12:0	16	9	正常
SCH2026050514000015	Z0062	2026-05-05	下午(14:00-18:0	18	7	正常
SCH2026050608000015	Z0062	2026-05-06	上午(08:00-12:0	12	5	正常
SCH2026050614000015	Z0062	2026-05-06	下午(14:00-18:0	19	8	正常
SCH2026050708000015	Z0062	2026-05-07	上午(08:00-12:0	22	5	正常
SCH2026050714000015	Z0062	2026-05-07	下午(14:00-18:0	22	8	正常
SCH2026050808000015	Z0062	2026-05-08	上午(08:00-12:0	16	8	正常
SCH2026050814000015	Z0062	2026-05-08	下午(14:00-18:0	11	10	正常
SCH2026050908000015	Z0062	2026-05-09	上午(08:00-12:0	11	5	正常
SCH2026050914000015	Z0062	2026-05-09	下午(14:00-18:0	22	8	正常
SCH2026051008000015	Z0062	2026-05-10	上午(08:00-12:0	13	9	正常
SCH2026051014000015	Z0062	2026-05-10	下午(14:00-18:0	12	7	正常
SCH2026051108000015	Z0062	2026-05-11	上午(08:00-12:0	21	5	正常
SCH2026051114000015	Z0062	2026-05-11	下午(14:00-18:0	15	10	正常
SCH2026050508000015	Z0063	2026-05-05	上午(08:00-12:0	19	9	正常
SCH2026050514000015	Z0063	2026-05-05	下午(14:00-18:0	15	9	正常
SCH2026050608000015	Z0063	2026-05-06	上午(08:00-12:0	12	9	正常
SCH2026050614000015	Z0063	2026-05-06	下午(14:00-18:0	14	6	正常
SCH2026050708000015	Z0063	2026-05-07	上午(08:00-12:0	14	5	正常
SCH2026050714000015	Z0063	2026-05-07	下午(14:00-18:0	24	6	正常
SCH2026050808000015	Z0063	2026-05-08	上午(08:00-12:0	14	8	正常
SCH2026050814000015	Z0063	2026-05-08	下午(14:00-18:0	17	7	正常
SCH2026050908000015	Z0063	2026-05-09	上午(08:00-12:0	25	9	正常
SCH2026050914000015	Z0063	2026-05-09	下午(14:00-18:0	24	5	正常
SCH2026051008000015	Z0063	2026-05-10	上午(08:00-12:0	10	8	正常
SCH2026051014000015	Z0063	2026-05-10	下午(14:00-18:0	13	10	正常
SCH2026051108000015	Z0063	2026-05-11	上午(08:00-12:0	23	9	正常
SCH2026051114000015	Z0063	2026-05-11	下午(14:00-18:0	18	10	正常
SCH2026050508000016	Z0064	2026-05-05	上午(08:00-12:0	23	5	正常
SCH2026050514000016	Z0064	2026-05-05	下午(14:00-18:0	16	6	正常
SCH2026050608000016	Z0064	2026-05-06	上午(08:00-12:0	13	9	正常
SCH2026050614000016	Z0064	2026-05-06	下午(14:00-18:0	19	6	正常
SCH2026050708000016	Z0064	2026-05-07	上午(08:00-12:0	12	8	正常
SCH2026050714000016	Z0064	2026-05-07	下午(14:00-18:0	17	8	正常
SCH2026050808000016	Z0064	2026-05-08	上午(08:00-12:0	19	6	正常
SCH2026050814000016	Z0064	2026-05-08	下午(14:00-18:0	19	8	正常
SCH2026050908000016	Z0064	2026-05-09	上午(08:00-12:0	20	10	正常
SCH2026050914000016	Z0064	2026-05-09	下午(14:00-18:0	10	8	正常
SCH2026051008000016	Z0064	2026-05-10	上午(08:00-12:0	24	10	正常
SCH2026051014000016	Z0064	2026-05-10	下午(14:00-18:0	11	9	正常
SCH2026051108000016	Z0064	2026-05-11	上午(08:00-12:0	23	6	正常
SCH2026051114000016	Z0064	2026-05-11	下午(14:00-18:0	21	7	正常
SCH2026050508000016	Z0065	2026-05-05	上午(08:00-12:0	23	5	正常
